NOC,Country Name,medal_type,medal_code,medal_date,Gold,Silver,Bronze,Total,event_type,name,gender,is_team_event,Cluster,height,weight,discipline,event,birth_date,birth_country,residence_country,hobbies,occupation,language,coach,sporting_relatives
JPN,Japan,Bronze,3,8/7/24,20,12,13,45,HATH,susaki yui,W,FALSE,3,0,0,Wrestling,Women's Freestyle 50kg,6/30/99,Japan,Japan,,"Athlete, student","English, Japanese",National: Shoko Yoshimura (JPN),
JPN,Japan,Silver,2,8/8/24,20,12,13,45,TEAM,okadayoshioka,X,TRUE,3,,,Sailing,Mixed Dinghy,,,,,,,,
JPN,Japan,Gold,1,8/8/24,20,12,13,45,HATH,fujinami akari,W,FALSE,3,0,0,Wrestling,Women's Freestyle 53kg,11/11/03,Japan,Japan,,,"English, Japanese",,"Father, Toshikazu Fujinami (wrestling), competed in Japan's national trials ahead of the 1988 Olympic Games.</p><p>Brother, Yuhi Fujinami (wrestling), bronze medallist at the 2017 World Championships (70kg freestyle)"
JPN,Japan,Gold,1,8/9/24,20,12,13,45,HATH,ami,W,FALSE,3,0,0,Breaking,B-Girls,12/11/98,Japan,Japan,,,Japanese,,"Sister, Ayu Yuasa (breaking), bronze medallist at the 2021 World Championships finishing behind Ami who claimed silver"
JPN,Japan,Silver,2,8/9/24,20,12,13,45,ATH,anraku sorato,M,FALSE,3,168,0,Sport Climbing,Men's Boulder & Lead,11/14/06,Japan,Japan,,Athlete,Japanese,National: Hiroshi Yasui (JPN),
JPN,Japan,Gold,1,8/9/24,20,12,13,45,HATH,higuchi rei,M,FALSE,3,0,0,Wrestling,Men's Freestyle 57kg,1/28/96,Japan,Japan,,,Japanese,,
JPN,Japan,Gold,1,8/9/24,20,12,13,45,HATH,sakurai tsugumi,W,FALSE,3,0,0,Wrestling,Women's Freestyle 57kg,9/3/01,Japan,Japan,,,Japanese,National: Ryo Kanehama (JPN).<br>Club: Yoshimaro Yanagawa (JPN),"Younger sister, Hanano Sakurai (freestyle wrestling), represented Japan at the 2022 World Cup in Coralville"
JPN,Japan,Gold,1,8/10/24,20,12,13,45,ATH,kitaguchi haruka,W,FALSE,3,176,0,Athletics,Women's Javelin Throw,3/16/98,Japan,Japan,"K-pop, Korean drama, eating, sleeping, cooking YouTube videos","Athlete, office worker","English, Japanese","Personal: David Sekerak (CZE), since 2019","Mother, Noriko Kitagughi (basketball), played for Kyodo Oil (currently ENEOS) and continued to coach after her retirement"
JPN,Japan,Silver,2,8/10/24,20,12,13,45,ATH,tamai rikuto,M,FALSE,3,0,0,Diving,Men's 10m Platform,9/11/06,Japan,Japan,"Watching videos on the internet, gaming",Student,Japanese,Personal: Suei Mabuchi (JPN) from 2017,
JPN,Japan,Silver,2,8/10/24,20,12,13,45,ATH,sato taishu,M,FALSE,3,0,0,Modern Pentathlon,Men's Individual,10/20/93,Japan,,Mobile gaming,Armed Forces athlete,Japanese,,
JPN,Japan,Silver,2,8/10/24,20,12,13,45,HTEAM,team-achievement,W,FALSE,3,,,Table Tennis,Women's Team,,,,,,,,
JPN,Japan,Silver,2,8/10/24,20,12,13,45,HATH,takatani daichi,M,FALSE,3,0,0,Wrestling,Men's Freestyle 74kg,11/22/94,Japan,Japan,,,Japanese,,"Older brother, Sosuke (wrestling), three-time Olympian (London 2012, Rio 206, Tokyo 2020)"
JPN,Japan,Gold,1,8/10/24,20,12,13,45,HATH,motoki sakura,W,FALSE,3,0,0,Wrestling,Women's Freestyle 62kg,2/20/02,Japan,Japan,,,Japanese,,"Father, Yasutoshi Motoki (wrestling), competed at the 2000 Sydney Olympic Games in Greco-Roman"
JPN,Japan,Gold,1,8/11/24,20,12,13,45,HATH,kiyooka kotaro,M,FALSE,3,0,0,Wrestling,Men's Freestyle 65kg,4/12/01,,,,Athlete,Japanese,,
JPN,Japan,Gold,1,8/11/24,20,12,13,45,HATH,kagami yuka,W,FALSE,3,0,0,Wrestling,Women's Freestyle 76kg,9/14/01,Japan,Japan,,,Japanese,,
ESP,Spain,Bronze,3,7/27/24,5,4,9,18,HATH,francisco garrigos,M,FALSE,0,0,0,Judo,Men -60 kg,12/9/94,Spain,Spain,"Padel tennis, playing any kind of sport, spending time with the family, going to the cinema",Athlete,"English, Spanish","National: Joaquin Ruiz Llorente (ESP), nicknamed Quino","Girlfriend, Ana Perez Box (judo), 2020 Olympian, 2021 World Championships silver medallist, 2018 Grand Prix winner"
ESP,Spain,Bronze,3,8/1/24,5,4,9,18,ATH,alvaro martin,M,FALSE,0,182,0,Athletics,Men's 20km Race Walk,6/18/94,Spain,Spain,,"Athlete, student",Spanish,Personal: Jose Antonio Carrillo (ESP),
ESP,Spain,Silver,2,8/1/24,5,4,9,18,ATH,maria perez,W,FALSE,0,0,0,Athletics,Women's 20km Race Walk,4/1/89,Puerto Rico,Puerto Rico,"Going to the beach, to the river, running, cycling, seeing her nephews and nieces",Athlete,"English, Spanish",National: Jose Porfirio Garcia,
ESP,Spain,Silver,2,8/1/24,5,4,9,18,ATH,maria perez,W,FALSE,0,159,0,Athletics,Women's 20km Race Walk,4/29/96,Spain,,,"Athlete, student",Spanish,"Personal: Jacinto Garzon (ESP), since 2008",
ESP,Spain,Bronze,3,8/1/24,5,4,9,18,ATH,pau echaniz,M,FALSE,0,0,0,Canoe Slalom,Men's Kayak Single,5/29/01,Spain,Spain,"Surfing, fashion",Athlete,"Italian, Spanish",,"Father, Xabier Extaniz (canoe slalom), has served as national coach of the Spanish canoe slalom team. </p><p>Father's partner, Maialen Chourraut (canoe slalom), three-time Olympic medallist in K1 (gold - 2016, silver - 2020, bronze - 2012) over four Olympic Games (2008, 2012, 2016, 2020). Three-time world championship medallist in K1 (two silver, one bronze)"
ESP,Spain,Gold,1,8/2/24,5,4,9,18,TEAM,botintrittel,M,TRUE,0,,,Sailing,Men's Skiff,,,,,,,,
ESP,Spain,Bronze,3,8/4/24,5,4,9,18,HATH,enmanuel reyes pla,M,FALSE,0,191,0,Boxing,Men's 92kg,12/14/92,Cuba,Spain,,Athlete,Spanish,Club: Chano Planas (ESP).<br>National: Rafael Lozano (ESP),
ESP,Spain,Silver,2,8/4/24,5,4,9,18,HATH,carlos alcaraz,M,FALSE,0,183,0,Tennis,Men's Singles,5/5/03,Spain,,Enjoys golf and football. Likes listening to reggaeton music. Favourite actor is Will Smith and favourite movie is Rocky Balboa,,"English, Spanish",Personal: Juan Carlos Ferrero (ESP),
ESP,Spain,Bronze,3,8/4/24,5,4,9,18,HCOUP,bucsasorribes tormo,W,TRUE,0,176,0,Tennis,Women's Doubles,10/8/96,Spain,Spain,Likes to hang out with brother and friends,,"English, Spanish",Personal: Silvia Soler Espinosa (ESP),
ESP,Spain,Silver,2,8/5/24,5,4,9,18,HTEAM,team-achievement,W,FALSE,0,,,3x3 Basketball,Women,,,,,,,,
ESP,Spain,Bronze,3,8/7/24,5,4,9,18,TEAM,team-achievement,O,TRUE,0,,,Artistic Swimming,Team,,,,,,,,
ESP,Spain,Gold,1,8/7/24,5,4,9,18,TEAM,martin aperez m,X,TRUE,0,174,79,Athletics,Marathon Race Walk Relay Mixed,8/1/94,France,,,"Athlete, chef","English, French, Spanish",National: Jerome Daret (FRA),
ESP,Spain,Bronze,3,8/8/24,5,4,9,18,COUP,morenodominguez,M,TRUE,0,,,Canoe Sprint,Men's Canoe Double 500m,,,,,,,,
ESP,Spain,Bronze,3,8/8/24,5,4,9,18,TEAM,team-achievement,M,TRUE,0,,,Canoe Sprint,Men's Kayak Four 500m,,,,,,,,
ESP,Spain,Gold,1,8/9/24,5,4,9,18,ATH,jordan alejandro diaz fortun,M,FALSE,0,190,0,Athletics,Men's Triple Jump,2/23/01,Cuba,Spain,,Athlete,Spanish,Personal: Ivan Pedroso (ESP),
ESP,Spain,Gold,1,8/9/24,5,4,9,18,HTEAM,team-achievement,M,FALSE,0,,,Football,Men,,,,,,,,
ESP,Spain,Silver,2,8/10/24,5,4,9,18,HATH,ayoub ghadfa drissi el aissaoui,M,FALSE,0,198,0,Boxing,Men's +92kg,12/6/98,Spain,Spain,Reading - favourite book is 'The Gypsy Bride' by Carmen Mola,,Spanish,National: Rafael Lozano (ESP),
ESP,Spain,Gold,1,8/10/24,5,4,9,18,HTEAM,team-achievement,W,FALSE,0,,,Water Polo,Women,,,,,,,,
ESP,Spain,Bronze,3,8/11/24,5,4,9,18,HTEAM,team-achievement,M,FALSE,0,,,Handball,Men,,,,,,,,
MGL,Mongolia,Silver,2,7/27/24,0,1,0,1,HATH,baasankhuu bavuudorj,W,FALSE,0,0,0,Judo,Women -48 kg,11/26/99,Mongolia,Mongolia,"Singing, dancing",Athlete,"English, Mongolian",National: Khaliun Boldbaatar and Munkhbaatar Bundmaa,Her partner Bolor-Ochir Gereltuya has represented Mongolia in judo at World Cup level and won a bronze medal at the 2021 Grand Slam Paris -81kg. (JudoInside.com profile)
SWE,Sweden,Bronze,3,7/27/24,4,4,3,11,HATH,tara babulfath,W,FALSE,0,0,0,Judo,Women -48 kg,1/3/06,Sweden,Sweden,"Riding horses, snowboarding. ""I like everything that goes fast and gives you an adrenaline kick."" (Athlete, 11 May 2024)","Athlete, student","English, Farsi, Swedish",Personal: Ann Lof (SWE).<br>Club: Ulf Lindblom (SWE).<br>National: Jane Bridge (GBR) - 1980 world champion in -48kg class,"Father, Mohammad Babulfath (wrestling), competed for Sweden in Greco-Roman at the Athens 2004 Olympic Games. He was Swedish national coach, 2010-2016. </p><p>Mother, Ida Hellstrom (wrestling), competed at international level.</p><p>Sister, Hanna Babulfath (judo), Swedish cadet champion in 2022"
SWE,Sweden,Bronze,3,7/28/24,4,4,3,11,ATH,jenny rissveds,W,FALSE,0,0,0,Cycling Mountain Bike,Women's Cross-country,6/6/94,Sweden,Sweden,"Reading, being outdoors, cooking",Athlete,"English, Swedish","National: Fredrik Kessiakoff (SWE), Adrian Hornqvist (SWE)","Partner, Oliwer Kangas (mountain biking), has competed in both the mountain bike World Cup (downhill) and enduro World Series. In 2022, he won the Swedish national championships in enduro"
SWE,Sweden,Silver,2,7/29/24,4,4,3,11,ATH,victor lindgren,M,FALSE,0,0,0,Shooting,10m Air Rifle Men,5/16/03,Sweden,Sweden,"Working and spending time in the garage, being with family and friends",,"English, Swedish",Personal: Anna Benson (SWE),
SWE,Sweden,Gold,1,7/31/24,4,4,3,11,ATH,sarah sjoestroem,W,FALSE,0,0,0,Swimming,Women's 100m Freestyle,8/17/93,Sweden,Sweden,"Playing video games, interior decorating",Athlete,"English, Swedish",Club: Antonio Lutula (SWE),
SWE,Sweden,Silver,2,8/2/24,4,4,3,11,TEAM,bobecknetzler,W,TRUE,0,,,Sailing,Women's Skiff,,,,,,,,
SWE,Sweden,Gold,1,8/4/24,4,4,3,11,ATH,sarah sjoestroem,W,FALSE,0,0,0,Swimming,Women's 50m Freestyle,8/17/93,Sweden,Sweden,"Playing video games, interior decorating",Athlete,"English, Swedish",Club: Antonio Lutula (SWE),
SWE,Sweden,Silver,2,8/4/24,4,4,3,11,HATH,truls moregard,M,FALSE,0,0,0,Table Tennis,Men's Singles,2/16/02,Sweden,,,Athlete,"English, Swedish",Personal: Malte Moregard (SWE),Coached by his older brother Malte
SWE,Sweden,Gold,1,8/5/24,4,4,3,11,ATH,armand duplantis,M,FALSE,0,181,0,Athletics,Men's Pole Vault,11/10/99,United States,Sweden,"Golf, hip-hop, hanging out with his family",Athlete,"English, Swedish","Personal: Greg Duplantis (USA), Helena Duplantis (SWE), his father and mother","Father, Greg Duplantis (athletics), pole vault personal best of 5.80m in 1993.</p><p>Mother, Helena Duplantis (athletics), represented Sweden in heptathlon.</p><p>Older brother, Andreas Duplantis (athletics), pole vault personal best of 5.42m indoors in 2013.</p><p>Older brother, Antoine Duplantis (baseball/athletics), played minor league baseball and competed in pole vault when he was younger.</p><p>Younger sister, Johanna Duplantis (athletics), pole vault personal best of 4.00m indoors in 2023"
SWE,Sweden,Bronze,3,8/8/24,4,4,3,11,TEAM,dahlbergkarlsson,X,TRUE,0,,,Sailing,Mixed Dinghy,,,,,,,,
SWE,Sweden,Silver,2,8/9/24,4,4,3,11,HTEAM,team-achievement,M,FALSE,0,,,Table Tennis,Men's Team,,,,,,,,
SWE,Sweden,Gold,1,8/10/24,4,4,3,11,HTEAM,ahmanhellvig,M,FALSE,0,,,Beach Volleyball,Men,,,,,,,,
FIJ,Fiji,Silver,2,7/27/24,0,1,0,1,HTEAM,team-achievement,M,FALSE,0,,,Rugby Sevens,Men,,,,,,,,
RSA,South Africa,Bronze,3,7/27/24,1,3,2,6,HTEAM,team-achievement,M,FALSE,0,,,Rugby Sevens,Men,,,,,,,,
RSA,South Africa,Bronze,3,7/29/24,1,3,2,6,ATH,alan hatherly,M,FALSE,0,0,0,Cycling Mountain Bike,Men's Cross-country,3/15/96,South Africa,South Africa,,Athlete,"Afrikaans, English",Personal: Phil Dixon (GBR),"Father (mountain biking), also raced professionally"
RSA,South Africa,Gold,1,7/29/24,1,3,2,6,ATH,tatjana smith,W,FALSE,0,0,0,Swimming,Women's 100m Breaststroke,7/9/97,South Africa,South Africa,Spending time with friends and family,Athlete,English,Club: Rocco Meiring (RSA),
RSA,South Africa,Silver,2,8/1/24,1,3,2,6,ATH,tatjana smith,W,FALSE,0,0,0,Swimming,Women's 200m Breaststroke,7/9/97,South Africa,South Africa,Spending time with friends and family,Athlete,English,Club: Rocco Meiring (RSA),
RSA,South Africa,Silver,2,8/9/24,1,3,2,6,TEAM,team-achievement,M,TRUE,0,,,Athletics,Men's 4 x 100m Relay,,,,,,,,
RSA,South Africa,Silver,2,8/10/24,1,3,2,6,ATH,jo-ane van dyk,W,FALSE,0,171,0,Athletics,Women's Javelin Throw,10/3/97,South Africa,South Africa,"Hiking, golf, swimming, hanging out with friends. ""I am an adrenaline junkie and will always be game for a new adventure."" (Athlete, 23 Jul 2021; Heslop Sports, 6 April 2016)",Dietitian,"Afrikaans, English",Personal: Terseus Liebenberg (RSA). Guided javelin thrower Sunette Viljoen (RSA) to the Olympic silver medal at Rio 2016,
GER,Germany,Gold,1,7/27/24,12,13,8,33,ATH,lukas maertens,M,FALSE,3,0,0,Swimming,Men's 400m Freestyle,12/27/01,Germany,Germany,,Athlete,German,Club: Bernd Berkhan (GER),"Younger sister, Leonie Martens (swimming), won two silver medals at the 2023 European U23 Championships, 400m freestyle and 800m freestyle"
GER,Germany,Gold,1,7/29/24,12,13,8,33,ATH,michael jung,O,FALSE,3,0,0,Equestrian,Eventing Individual,7/31/82,Germany,Germany,,"Athlete, coach, horse trainer","English, German","National: Peter Thomsen (GER).<br>Joachim Jung (GER), his father",
GER,Germany,Silver,2,7/31/24,12,13,8,33,ATH,elena lilik,W,FALSE,3,0,0,Canoe Slalom,Women's Canoe Single,9/14/98,Germany,Germany,"Shopping, drawing",,"English, German","National: Thomas Apel (GER), her father","Husband, Leon Lilik (ice hockey), played with lower-league teams in Germany. On staff with Fischtown Pinguins  (also known as REV Bremerhaven).</p><p>Father, Thomas Apel (canoe slalom), coach of the German national team. </p><p>Mother, Daniela Apel (handball), competed internationally.</p><p>Sister, Emily Apel (canoe slalom), competes for Germany. Claimed a bronze medal with her sister at the 2023 European Games in K1 team"
GER,Germany,Silver,2,7/31/24,12,13,8,33,HATH,miriam butkereit,W,FALSE,3,0,0,Judo,Women -70 kg,5/8/94,Germany,Germany,"Sewing, spending time with her dog. (Athlete, 24 Apr 2024)",Federal police officer,German,Regional: Kansetsu Eguchi (JPN).<br>National: Claudiu Pusa (ROU),
GER,Germany,Bronze,3,7/31/24,12,13,8,33,TEAM,team-achievement,W,TRUE,3,,,Rowing,Women's Quadruple Sculls,,,,,,,,
GER,Germany,Bronze,3,7/31/24,12,13,8,33,ATH,isabel gose,W,FALSE,3,0,0,Swimming,Women's 1500m Freestyle,5/9/02,Germany,Germany,"Reading, meeting friends, going to the cinema",,"English, German",Club: Bernd Berkhahn (GER),"Partner, Lukas Martens (swimming), Tokyo 2020 Olympian, three-time world championships medallist"
GER,Germany,Silver,2,8/2/24,12,13,8,33,HTEAM,team-achievement,X,FALSE,3,,,Archery,Mixed Team,,,,,,,,
GER,Germany,Silver,2,8/3/24,12,13,8,33,ATH,leo neugebauer,M,FALSE,3,201,0,Athletics,Men's Decathlon,6/19/00,Germany,United States,"Go-karting, Topgolf, comedy shows, going to coffee shops, photography","Athlete, student","English, German",Personal: Jim Garnham (USA),
GER,Germany,Gold,1,8/3/24,12,13,8,33,TEAM,team-achievement,O,TRUE,3,,,Equestrian,Dressage Team,,,,,,,,
GER,Germany,Gold,1,8/3/24,12,13,8,33,ATH,oliver zeidler,M,FALSE,3,0,0,Rowing,Men's Single Sculls,7/24/96,Germany,Germany,Travelling,"Athlete, tax adviser",German,"Personal: Heino Zeidler (GER), his father","Grandfather, Hans-Johann Farber (rowing), was a member of the West German coxed four crew that won gold at the Munich Olympic Games (1972) and bronze at Montreal (1976).</p><p>Sister, Marie Zeidler (rowing), represented Germany at world championships.</p><p>Aunt, Judith Zeidler (rowing), competed in the eights at two Olympic Games, winning gold for East Germany at Seoul 1988 and bronze for Germany at Barcelona 1992.</p><p>Uncle (by marriage), Matthias Ungemach (rowing), two-time Olympian, represented Germany at Barcelona 1992 and Atlanta 1996"
GER,Germany,Gold,1,8/4/24,12,13,8,33,ATH,jessica von bredow-werndl,O,FALSE,3,0,0,Equestrian,Dressage Individual,2/16/86,Germany,Germany,"Yoga, learning other sports (such as kitesurfing, with her husband on their honeymoon)","Athlete, businesswoman, coach, horse trainer. Works as a manager at her family's stables, Reitanlage Aubenhausen in Tuntenhausen, Germany. Her family trains horses for dressage and coaches riders at the facility which her father Klaus established in 1993","English, German","National: Monica Theodorescu (GER).</p><p>Personal: Jonny Hilberath (GER), Andreas Hausberger (AUT), former ""Oberbereiter"" of the Spanish Riding School of Vienna","Brother, Benjamin Werndl (equestrian), bronze medallist in team dressage at the 2022 World Championships"
GER,Germany,Silver,2,8/4/24,12,13,8,33,ATH,isabell werth,O,FALSE,3,0,0,Equestrian,Dressage Individual,7/21/69,Germany,Germany,"Spending time with family and friends, watching tennis and Formula One, supporting German football team Schalke 04","Athlete, business owner, coach, horse trainer","English, German","National: Monica Theodorescu (GER), they started out as competitors and teammates at championships",
GER,Germany,Gold,1,8/5/24,12,13,8,33,HTEAM,team-achievement,W,FALSE,3,,,3x3 Basketball,Women,,,,,,,,
GER,Germany,Bronze,3,8/5/24,12,13,8,33,ATH,noah hegge,M,FALSE,3,0,0,Canoe Slalom,Men's Kayak Cross,3/15/99,,Germany,"Spending time by the water or in nature, drinking coffee",,German,,
GER,Germany,Bronze,3,8/5/24,12,13,8,33,TEAM,team-achievement,W,TRUE,3,,,Cycling Track,Women's Team Sprint,,,,,,,,
GER,Germany,Gold,1,8/5/24,12,13,8,33,TEAM,team-achievement,X,TRUE,3,,,Triathlon,Mixed Relay,,,,,,,,
GER,Germany,Gold,1,8/6/24,12,13,8,33,ATH,christian kukuk,O,FALSE,3,0,0,Equestrian,Jumping Individual,3/4/90,Germany,Germany,,"Athlete, horse trainer","English, German",National: Otto Becker (GER).<br>Personal: Ludger Beerbaum (GER),"Father, Norbert Kukuk (equestrian), competed in show jumping at national level"
GER,Germany,Bronze,3,8/7/24,12,13,8,33,HATH,nelvie raman tiafack,M,FALSE,3,189,0,Boxing,Men's +92kg,1/3/99,Cameroon,Germany,,Sports soldier in the German army,"English, German",Club: Lukas Wilaschek (GER),
GER,Germany,Silver,2,8/8/24,12,13,8,33,ATH,malaika mihambo,W,FALSE,3,171,0,Athletics,Women's Long Jump,2/3/94,Germany,Germany,"Going to the theatre, spending time with family and friends, playing the piano",Athlete,"English, German",Personal: Ulrich Knapp (GER),
GER,Germany,Gold,1,8/8/24,12,13,8,33,TEAM,team-achievement,M,TRUE,3,,,Canoe Sprint,Men's Kayak Four 500m,,,,,,,,
GER,Germany,Silver,2,8/8/24,12,13,8,33,TEAM,team-achievement,W,TRUE,3,,,Canoe Sprint,Women's Kayak Four 500m,,,,,,,,
GER,Germany,Silver,2,8/8/24,12,13,8,33,HTEAM,team-achievement,M,FALSE,3,,,Hockey,Men,,,,,,,,
GER,Germany,Bronze,3,8/9/24,12,13,8,33,TEAM,team-achievement,W,TRUE,3,,,Athletics,Women's 4 x 100m Relay,,,,,,,,
GER,Germany,Gold,1,8/9/24,12,13,8,33,ATH,yemisi ogunleye,W,FALSE,3,185,0,Athletics,Women's Shot Put,10/3/98,Germany,Germany,,"Athlete, sports soldier",German,Personal: Michael Manke-Reimers (GER),
GER,Germany,Gold,1,8/9/24,12,13,8,33,COUP,schopflemke,M,TRUE,3,,,Canoe Sprint,Men's Kayak Double 500m,,,,,,,,
GER,Germany,Bronze,3,8/9/24,12,13,8,33,COUP,paszekhake,W,TRUE,3,,,Canoe Sprint,Women's Kayak Double 500m,,,,,,,,
GER,Germany,Bronze,3,8/9/24,12,13,8,33,HTEAM,team-achievement,W,FALSE,3,,,Football,Women,,,,,,,,
GER,Germany,Silver,2,8/9/24,12,13,8,33,ATH,oliver klemet,M,FALSE,3,0,0,Marathon Swimming,Men's 10km,3/18/02,Germany,Germany,,,German,Personal: Bernd Berkhahn (GER),
GER,Germany,Silver,2,8/10/24,12,13,8,33,HTEAM,ehlerswickler,M,FALSE,3,,,Beach Volleyball,Men,,,,,,,,
GER,Germany,Silver,2,8/10/24,12,13,8,33,ATH,esther henseleit,W,FALSE,3,181,0,Golf,Women's Individual Stroke Play,1/14/99,Germany,United States,,,"English, German",,
GER,Germany,Silver,2,8/11/24,12,13,8,33,ATH,lea friedrich,W,FALSE,3,0,0,Cycling Track,Women's Sprint,1/7/00,Germany,Germany,Spending time with family and her dog Bobby,Police athlete,"English, German",,
GER,Germany,Silver,2,8/11/24,12,13,8,33,HTEAM,team-achievement,M,FALSE,3,,,Handball,Men,,,,,,,,
CAN,Canada,Silver,2,7/27/24,9,7,11,27,ATH,summer mcintosh,W,FALSE,0,0,0,Swimming,Women's 400m Freestyle,8/18/06,Canada,United States,"Wakeboarding, water skiing, surfing, tubing, shopping, watching movies, going to the beach",Athlete,English,Club: Brent Arckey (USA),"Mother, Jill Horstead (swimming), represented Canada at the 1984 Olympic Games in Los Angeles. </p><p>Sister, Brooke (skating), pairs figure skater, competed at the 2020 Winter Youth Olympic Games in Lausanne, Switzerland"
CAN,Canada,Bronze,3,7/28/24,9,7,11,27,HATH,eleanor harvey,W,FALSE,0,0,0,Fencing,Women's Foil Individual,1/14/95,Canada,Canada,"Spending time with friends, eating international cuisine, visiting coffee shops, yoga, collecting mugs for her mother from her international travels","Athlete, business owner",English,National: Alex Martin (CAN),Her parents have taken part in Ironman triathlons
CAN,Canada,Bronze,3,7/29/24,9,7,11,27,TEAM,team-achievement,M,TRUE,0,,,Diving,Men's Synchronised 10m Platform,,,,,,,,
CAN,Canada,Gold,1,7/29/24,9,7,11,27,HATH,christa deguchi,W,FALSE,0,0,0,Judo,Women -57 kg,10/29/95,Japan,Japan,"Spending time with her four cats, snowboarding, fishing",Human resources,"English, Japanese",National: Antoine Valois-Fortier (CAN),"Sister, Kelly Deguchi (judo), represents Canada, silver medallist in the -52kg class at the 2022 Commonwealth Games"
CAN,Canada,Gold,1,7/29/24,9,7,11,27,ATH,summer mcintosh,W,FALSE,0,0,0,Swimming,Women's 400m Individual Medley,8/18/06,Canada,United States,"Wakeboarding, water skiing, surfing, tubing, shopping, watching movies, going to the beach",Athlete,English,Club: Brent Arckey (USA),"Mother, Jill Horstead (swimming), represented Canada at the 1984 Olympic Games in Los Angeles. </p><p>Sister, Brooke (skating), pairs figure skater, competed at the 2020 Winter Youth Olympic Games in Lausanne, Switzerland"
CAN,Canada,Silver,2,7/30/24,9,7,11,27,HTEAM,team-achievement,W,FALSE,0,,,Rugby Sevens,Women,,,,,,,,
CAN,Canada,Bronze,3,7/31/24,9,7,11,27,ATH,ilya kharun,M,FALSE,0,0,0,Swimming,Men's 200m Butterfly,2/7/05,Canada,United States,,Student,English,Club: Bob Bowman (USA),
CAN,Canada,Gold,1,8/1/24,9,7,11,27,ATH,summer mcintosh,W,FALSE,0,0,0,Swimming,Women's 200m Butterfly,8/18/06,Canada,United States,"Wakeboarding, water skiing, surfing, tubing, shopping, watching movies, going to the beach",Athlete,English,Club: Brent Arckey (USA),"Mother, Jill Horstead (swimming), represented Canada at the 1984 Olympic Games in Los Angeles. </p><p>Sister, Brooke (skating), pairs figure skater, competed at the 2020 Winter Youth Olympic Games in Lausanne, Switzerland"
CAN,Canada,Bronze,3,8/2/24,9,7,11,27,ATH,kylie masse,W,FALSE,0,0,0,Swimming,Women's 200m Backstroke,1/18/96,Canada,Spain,"Travelling, dancing",Athlete,English,Club: Ben Titley (GBR),
CAN,Canada,Bronze,3,8/2/24,9,7,11,27,HCOUP,dabrowskiauger-alias,X,TRUE,0,,,Tennis,Mixed Doubles,,,,,,,,
CAN,Canada,Bronze,3,8/2/24,9,7,11,27,ATH,sophiane methot,W,FALSE,0,0,0,Trampoline Gymnastics,Women,8/3/98,Canada,Canada,Travelling with friends,Athlete,"English, French",Personal: Karina Kosko,
CAN,Canada,Silver,2,8/3/24,9,7,11,27,TEAM,team-achievement,W,TRUE,0,,,Rowing,Women's Eight,,,,,,,,
CAN,Canada,Silver,2,8/3/24,9,7,11,27,ATH,josh liendo,M,FALSE,0,0,0,Swimming,Men's 100m Butterfly,8/20/02,Canada,United States,"American football. Music - plays bass and acoustic guitar, learned how to play the violin, cello, base at school. Video games, fantasy football","Student, athlete",English,Personal: Anthony Nesty (SUR),
CAN,Canada,Bronze,3,8/3/24,9,7,11,27,ATH,ilya kharun,M,FALSE,0,0,0,Swimming,Men's 100m Butterfly,2/7/05,Canada,United States,,Student,English,Club: Bob Bowman (USA),
CAN,Canada,Gold,1,8/3/24,9,7,11,27,ATH,summer mcintosh,W,FALSE,0,0,0,Swimming,Women's 200m Individual Medley,8/18/06,Canada,United States,"Wakeboarding, water skiing, surfing, tubing, shopping, watching movies, going to the beach",Athlete,English,Club: Brent Arckey (USA),"Mother, Jill Horstead (swimming), represented Canada at the 1984 Olympic Games in Los Angeles. </p><p>Sister, Brooke (skating), pairs figure skater, competed at the 2020 Winter Youth Olympic Games in Lausanne, Switzerland"
CAN,Canada,Gold,1,8/4/24,9,7,11,27,ATH,ethan katzberg,M,FALSE,0,201,0,Athletics,Men's Hammer Throw,4/5/02,Canada,Canada,,,English,"Personal: Dylan Armstrong (CAN), 2008 Olympic bronze medallist (shot put), two-time world championship medallist (2011 silver, 2013 bronze)",
CAN,Canada,Bronze,3,8/4/24,9,7,11,27,HATH,wyatt sanford,M,FALSE,0,173,0,Boxing,Men's 63.5kg,11/3/98,Canada,Canada,"Hunting, fishing, playing the guitar, doing other outdoor activities with his brother","Athlete, student",English,,"Wife, Pamela Ware (diving), competes internationally for Canada. Two-time Olympian (Rio 2016, Tokyo 2020) and also competed at the 2010 Youth Olympic Games. Four-time world championship medallist (one silver, three bronze), six-time Pan American Games medallist (three gold, three silver), Commonwealth Games silver medallist"
CAN,Canada,Gold,1,8/6/24,9,7,11,27,ATH,camryn rogers,W,FALSE,0,167,0,Athletics,Women's Hammer Throw,6/7/99,Canada,United States,"Books, watching documentaries, hiking and biking, attending concerts","Athlete. Special education advocate. Assistant throws coach at the University of California, Berkeley (CA, USA)",English,Personal: Mohamad Saatara (USA),
